   1.0000000e+01   0.0000000e+00
   5.0000000e+00   0.0000000e+00
   0.0000000e+00   5.0000000e+00
   0.0000000e+00   1.0000000e+01
   3.5355339e+00   3.5355339e+00
   7.0710678e+00   7.0710678e+00
   9.1666667e+00   0.0000000e+00
   8.3333333e+00   0.0000000e+00
   7.5000000e+00   0.0000000e+00
   6.6666667e+00   0.0000000e+00
   5.8333333e+00   0.0000000e+00
   0.0000000e+00   6.0000000e+00
   0.0000000e+00   7.0000000e+00
   0.0000000e+00   8.0000000e+00
   0.0000000e+00   9.0000000e+00
   4.9039264e+00   9.7545161e-01
   4.6193977e+00   1.9134172e+00
   4.1573481e+00   2.7778512e+00
   2.7778512e+00   4.1573481e+00
   1.9134172e+00   4.6193977e+00
   9.7545161e-01   4.9039264e+00
   9.9518473e+00   9.8017140e-01
   9.8078528e+00   1.9509032e+00
   9.5694034e+00   2.9028468e+00
   9.2387953e+00   3.8268343e+00
   8.8192126e+00   4.7139674e+00
   8.3146961e+00   5.5557023e+00
   7.7301045e+00   6.3439328e+00
   6.3439328e+00   7.7301045e+00
   5.5557023e+00   8.3146961e+00
   4.7139674e+00   8.8192126e+00
   3.8268343e+00   9.2387953e+00
   2.9028468e+00   9.5694034e+00
   1.9509032e+00   9.8078528e+00
   9.8017140e-01   9.9518473e+00
   2.4827771e+00   6.7861919e+00
   6.5720992e+00   3.9587418e+00
   4.4010350e+00   5.6312912e+00
   8.6923898e+00   1.3769608e+00
   6.3379549e+00   1.2936675e+00
   5.6346146e-01   5.5979667e+00
   6.6193054e-01   9.3489548e+00
   7.3993670e+00   2.3541981e+00
   6.3262340e+00   5.3034213e+00
   4.0536080e+00   7.2925374e+00
   3.1070806e+00   5.7789111e+00
   4.9972586e+00   3.9475398e+00
   2.0095545e+00   8.2477655e+00
   1.3779674e+00   6.4778502e+00
   5.4924545e+00   1.5462440e+00
   7.9029282e+00   8.3171842e-01
   5.6417111e+00   7.2724443e-01
   9.3135689e+00   7.2577296e-01
   7.7564556e+00   3.8040954e+00
   5.5678439e+00   6.6748268e+00
   5.8623075e+00   2.8067561e+00
   3.9948312e+00   4.9315237e+00
   3.1107818e+00   7.8418274e+00
   8.7058599e-01   8.6063311e+00
   8.4522327e+00   2.3871850e+00
   1.8601439e+00   5.9040705e+00
   3.7339173e+00   6.3104054e+00
   1.7547756e+00   7.2103226e+00
   7.2436513e+00   5.3108437e+00
   5.7917073e+00   4.5814256e+00
   7.2078950e+00   1.4734490e+00
   4.7952717e+00   7.8984930e+00
   6.5682923e-01   6.3305816e+00
   2.2665476e+00   9.1081619e+00
   6.2911435e+00   5.4328917e-01
   9.3894156e+00   1.4083051e+00
   8.6815391e+00   5.8734478e-01
   6.5772380e+00   2.6300959e+00
   7.2196962e+00   4.3864200e+00
   6.5160282e+00   6.2056709e+00
   8.1385211e-01   7.1466998e+00
   5.5723051e+00   7.4725757e+00
   4.6950319e+00   6.4648204e+00
   7.0931803e+00   3.2759835e+00
   3.9202025e+00   8.3058186e+00
   4.3849831e+00   3.4870759e+00
   8.5543254e+00   3.3385870e+00
   3.1506116e+00   7.0179578e+00
   5.4464741e+00   5.6765564e+00
   7.9291367e+00   1.6863952e+00
   1.4573058e+00   9.1807691e+00
   3.0076379e+00   8.7220999e+00
   4.8090325e+00   4.8315936e+00
   6.9829281e+00   6.9137223e-01
   5.7659009e+00   3.5933956e+00
   2.9948884e+00   6.4072751e+00
   2.4416533e+00   5.2697510e+00
   3.2663527e+00   5.0097406e+00
   1.9930981e+00   6.5030553e+00
   3.7043238e+00   5.5371181e+00
   2.5045564e+00   7.4277073e+00
   1.1850659e+00   5.7524499e+00
   5.4079932e+00   2.2687438e+00
   9.1819500e+00   2.0058077e+00
   7.9693828e+00   4.6419120e+00
   8.4668987e+00   4.0665771e+00
   6.3689955e+00   3.2582879e+00
   3.5589189e+00   4.3663957e+00
   6.2160466e+00   7.0334472e+00
   7.8486149e+00   3.0348141e+00
   6.6297010e+00   4.7139627e+00
   5.0251945e+00   2.9740160e+00
   2.4822013e+00   6.1127463e+00
   4.9408596e+00   7.1658976e+00
   1.6755360e+00   5.2911168e+00
   6.7119100e+00   1.9711377e+00
   7.1573625e+00   3.8611474e+00
   6.0599483e+00   2.0893430e+00
   1.0907043e+00   7.8458664e+00
   4.2139965e+00   4.1869500e+00
